Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes2,First_Season_Average,Last_season_average
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",5,10,Bloody Celestial Karaoke Jam,2021-05-28,2021,7.6,6300.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",5,11,Resting Devil Face,2021-05-28,2021,8.2,3500.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",5,12,Daniel Espinoza: Naked and Afraid,2021-05-28,2021,8.2,4600.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",5,13,A Little Harmless Stalking,2021-05-28,2021,8.1,3400.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",5,14,Nothing Lasts Forever,2021-05-28,2021,8.6,3700.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",5,15,Is This Really How It's Going To End?!,2021-05-28,2021,9.2,4900.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",5,16,A Chance at a Happy Ending,2021-05-28,2021,9.1,5500.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,1,Nothing Ever Changes Around Here,2021-09-10,2021,7.6,3500.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,2,Buckets of Baggage,2021-09-10,2021,7.6,3300.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,3,Yabba Dabba Do Me,2021-09-10,2021,8.1,3500.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,4,Pin the Tail on the Daddy,2021-09-10,2021,8.3,3200.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,5,The Murder of Lucifer Morningstar,2021-09-10,2021,8.2,3200.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,6,A Lot Dirtier Than That,2021-09-10,2021,7.2,4100.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,7,My Best Fiend's Wedding,2021-09-10,2021,7.4,3600.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,8,"Save the Devil, Save the World",2021-09-10,2021,8.2,3400.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,9,"Goodbye, Lucifer",2021-09-10,2021,8.8,4200.0,8.4,8.0
Lucifer,tt4052886,"Dark Comedy, Dark Fantasy, Police Procedural, Supernatural Fantasy, Crime, Drama, Fantasy",6,10,Partners 'Til the End,2021-09-10,2021,8.5,6400.0,8.4,8.0
Pose,tt7562112,"Epic, Drama",1,1,Pilot,2018-06-03,2018,8.6,1700.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",1,2,Access,2018-06-10,2018,8.5,1300.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",1,3,Giving and Receiving,2018-06-17,2018,8.8,1200.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",1,4,The Fever,2018-06-24,2018,8.6,1100.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",1,5,Mother's Day,2018-07-01,2018,8.9,1100.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",1,6,Love Is the Message,2018-07-08,2018,9.1,1300.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",1,7,Pink Slip,2018-07-15,2018,8.5,,8.8,8.6
Pose,tt7562112,"Epic, Drama",1,8,Mother of The Year,2018-07-22,2018,9.1,1300.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,1,Acting Up,2019-06-11,2019,8.9,1100.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,2,Worth It,2019-06-18,2019,8.5,,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,3,Butterfly/Cocoon,2019-06-25,2019,8.5,,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,4,Never Knew Love Like This Before,2019-07-09,2019,9.1,1500.0,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,5,What Would Candy Do?,2019-07-16,2019,8.1,,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,6,Love's in Need of Love Today,2019-07-23,2019,7.6,,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,7,Blow,2019-07-30,2019,8.1,,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,8,Revelations,2019-08-06,2019,8.7,,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,9,Life's a Beach,2019-08-13,2019,8.9,,8.8,8.6
Pose,tt7562112,"Epic, Drama",2,10,In My Heels,2019-08-20,2019,9.2,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,1,On the Run,2021-05-02,2021,8.0,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,2,Intervention,2021-05-02,2021,8.4,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,3,The Trunk,2021-05-09,2021,9.3,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,4,Take Me to Church,2021-05-16,2021,8.6,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,5,"Something Borrowed, Something Blue",2021-05-23,2021,8.2,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,6,"Something Old, Something New",2021-05-30,2021,8.9,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,7,Series Finale,2021-06-06,2021,8.8,,8.8,8.6
Pose,tt7562112,"Epic, Drama",3,8,"Series Finale, Pt. 2",2021-06-06,2021,8.7,,8.8,8.6
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,1,Uno,2015-02-08,2015,8.4,34000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,2,Mijo,2015-02-09,2015,8.9,32000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,3,Nacho,2015-02-16,2015,8.6,28000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,4,Hero,2015-02-23,2015,8.3,26000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,5,Alpine Shepherd Boy,2015-03-02,2015,8.0,26000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,6,Five-O,2015-03-09,2015,9.4,37000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,7,Bingo,2015-03-16,2015,8.6,24000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,8,RICO,2015-03-23,2015,8.6,24000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,9,Pimento,2015-03-30,2015,9.4,30000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",1,10,Marco,2015-04-06,2015,8.6,25000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,1,Switch,2016-02-15,2016,8.2,22000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,2,Cobbler,2016-02-22,2016,8.4,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,3,Amarillo,2016-02-29,2016,8.2,20000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,4,Gloves Off,2016-03-07,2016,8.9,22000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,5,Rebecca,2016-03-14,2016,8.0,22000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,6,Bali Ha'i,2016-03-21,2016,8.4,20000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,7,Inflatable,2016-03-28,2016,8.3,20000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,8,Fifi,2016-04-04,2016,8.3,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,9,Nailed,2016-04-11,2016,9.3,23000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",2,10,Klick,2016-04-18,2016,9.0,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,1,Mabel,2017-04-10,2017,8.1,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,2,Witness,2017-04-17,2017,9.0,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,3,Sunk Costs,2017-04-24,2017,8.4,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,4,Sabrosito,2017-05-01,2017,8.9,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,5,Chicanery,2017-05-08,2017,9.7,42000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,6,Off Brand,2017-05-15,2017,8.4,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,7,Expenses,2017-05-22,2017,8.2,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,8,Slip,2017-06-05,2017,8.5,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,9,Fall,2017-06-12,2017,8.8,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",3,10,Lantern,2017-06-19,2017,9.2,23000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,1,Smoke,2018-08-06,2018,8.2,20000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,2,Breathe,2018-08-13,2018,8.8,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,3,Something Beautiful,2018-08-20,2018,8.4,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,4,Talk,2018-08-27,2018,8.2,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,5,Quite a Ride,2018-09-03,2018,8.4,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,6,Piñata,2018-09-10,2018,8.5,18000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,7,Something Stupid,2018-09-17,2018,8.3,18000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,8,Coushatta,2018-09-24,2018,8.8,19000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,9,Wiedersehen,2018-10-01,2018,9.1,20000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",4,10,Winner,2018-10-08,2018,9.6,29000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,1,Magic Man,2020-02-23,2020,8.7,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,2,50% Off,2020-02-24,2020,8.7,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,3,The Guy for This,2020-03-02,2020,9.0,21000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,4,Namaste,2020-03-09,2020,8.5,20000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,5,Dedicado a Max,2020-03-16,2020,8.5,20000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,6,Wexler v. Goodman,2020-03-23,2020,9.3,24000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,7,JMM,2020-03-30,2020,9.1,22000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,8,Bagman,2020-04-06,2020,9.7,39000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,9,Bad Choice Road,2020-04-13,2020,9.7,37000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",5,10,Something Unforgivable,2020-04-20,2020,9.4,29000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,1,Wine and Roses,2022-04-18,2022,8.8,28000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,2,Carrot and Stick,2022-04-18,2022,9.1,29000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,3,Rock and Hard Place,2022-04-25,2022,9.7,48000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,4,Hit and Run,2022-05-02,2022,8.6,26000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,5,Black and Blue,2022-05-09,2022,8.1,25000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,6,Axe and Grind,2022-05-16,2022,8.2,25000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,7,Plan and Execution,2022-05-23,2022,9.9,86000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,8,Point and Shoot,2022-07-11,2022,9.8,56000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,9,Fun and Games,2022-07-18,2022,9.4,36000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,10,Nippy,2022-07-25,2022,8.5,34000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,11,Breaking Bad,2022-08-01,2022,9.0,35000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,12,Waterworks,2022-08-08,2022,9.4,38000.0,8.7,9.1
Better Call Saul,tt3032476,"Dark Comedy, Drug Crime, Legal Drama, Psychological Drama, Tragedy, Crime, Drama",6,13,Saul Gone,2022-08-15,2022,9.8,79000.0,8.7,9.1
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,1,Sugarwood,2017-07-21,2017,8.4,9900.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,2,Blue Cat,2017-07-21,2017,8.0,7700.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,3,My Dripping Sleep,2017-07-21,2017,7.6,7100.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,4,Tonight We Improvise,2017-07-21,2017,8.0,6800.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,5,Ruling Days,2017-07-21,2017,7.8,6500.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,6,Book of Ruth,2017-07-21,2017,8.0,6400.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,7,Nest Box,2017-07-21,2017,8.0,6400.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,8,Kaleidoscope,2017-07-21,2017,7.5,7000.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,9,"Coffee, Black",2017-07-21,2017,8.7,7000.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",1,10,The Toll,2017-07-21,2017,9.1,8700.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,1,Reparations,2018-08-31,2018,8.2,5900.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,2,The Precious Blood of Jesus,2018-08-31,2018,8.0,5300.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,3,Once a Langmore...,2018-08-31,2018,7.8,5200.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,4,Stag,2018-08-31,2018,8.0,5200.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,5,Game Day,2018-08-31,2018,8.7,5800.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,6,Outer Darkness,2018-08-31,2018,8.4,5300.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,7,One Way Out,2018-08-31,2018,8.3,5600.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,8,The Big Sleep,2018-08-31,2018,8.1,5000.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,9,The Badger,2018-08-31,2018,8.6,5300.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",2,10,The Gold Coast,2018-08-31,2018,8.9,5900.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,1,Wartime,2020-03-27,2020,8.1,5600.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,2,Civil Union,2020-03-27,2020,8.3,5300.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,3,Kevin Cronin Was Here,2020-03-27,2020,8.3,5200.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,4,Boss Fight,2020-03-27,2020,8.5,5200.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,5,It Came from Michoacán,2020-03-27,2020,8.1,4900.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,6,Su Casa Es Mi Casa,2020-03-27,2020,8.5,5100.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,7,In Case of Emergency,2020-03-27,2020,8.2,5000.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,8,BFF,2020-03-27,2020,8.7,5800.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,9,Fire Pink,2020-03-27,2020,9.3,9300.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",3,10,All In,2020-03-27,2020,9.4,9500.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,1,The Beginning of the End,2022-01-21,2022,8.2,5400.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,2,Let the Great World Spin,2022-01-21,2022,8.1,4700.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,3,City on the Make,2022-01-21,2022,8.2,4600.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,4,Ace Deuce,2022-01-21,2022,8.0,4500.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,5,Ellie,2022-01-21,2022,8.4,4600.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,6,Sangre Sobre Todo,2022-01-21,2022,8.5,4700.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,7,Sanctified,2022-01-21,2022,9.3,8000.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,8,The Cousin of Death,2022-04-29,2022,8.7,5500.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,9,Pick a God and Pray,2022-04-29,2022,7.8,4000.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,10,You're the Boss,2022-04-29,2022,8.1,4100.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,11,Pound of Flesh and Still Kickin',2022-04-29,2022,8.1,4200.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,12,Trouble the Water,2022-04-29,2022,7.9,4000.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,13,Mud,2022-04-29,2022,8.1,4100.0,8.1,8.2
Ozark,tt5071412,"Drug Crime, Epic, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",4,14,A Hard Way to Go,2022-04-29,2022,7.2,11000.0,8.1,8.2
