Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,4,3:00 a.m.-4:00 a.m.,"Tue, Nov 27, 2001",2001,8.1,2.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,5,4:00 a.m.-5:00 a.m.,"Tue, Dec 11, 2001",2001,8.1,2.3K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,6,5:00 a.m.-6:00 a.m.,"Tue, Dec 18, 2001",2001,8.4,2.3K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,7,6:00 a.m.-7:00 a.m.,"Tue, Jan 8, 2002",2002,8.4,2.3K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,8,7:00 a.m.-8:00 a.m.,"Tue, Jan 15, 2002",2002,8.6,2.3K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,9,8:00 a.m.-9:00 a.m.,"Tue, Jan 22, 2002",2002,8.2,2.2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,10,9:00 a.m.-10:00 a.m.,"Tue, Feb 5, 2002",2002,8.1,2.3K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,11,10:00 a.m.-11:00 a.m.,"Tue, Feb 12, 2002",2002,8.4,2.1K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,12,11:00 a.m.-12:00 p.m.,"Tue, Feb 19, 2002",2002,8.6,2.2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,13,12:00 p.m.-1:00 p.m.,"Tue, Feb 26, 2002",2002,8.4,2.1K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,14,1:00 p.m.-2:00 p.m.,"Tue, Mar 5, 2002",2002,8.0,2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,15,2:00 p.m.-3:00 p.m.,"Tue, Mar 12, 2002",2002,8.0,2.1K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,16,3:00 p.m.-4:00 p.m.,"Tue, Mar 19, 2002",2002,7.9,2.1K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,17,4:00 p.m.-5:00 p.m.,"Tue, Mar 26, 2002",2002,8.0,2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,18,5:00 p.m.-6:00 p.m.,"Tue, Apr 2, 2002",2002,7.9,2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,19,6:00 p.m.-7:00 p.m.,"Tue, Apr 9, 2002",2002,8.2,2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,20,7:00 p.m.-8:00 p.m.,"Tue, Apr 16, 2002",2002,8.5,2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,21,8:00 p.m.-9:00 p.m.,"Tue, Apr 23, 2002",2002,8.1,1.9K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,22,9:00 p.m.-10:00 p.m.,"Tue, May 7, 2002",2002,8.2,1.9K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,23,10:00 p.m.-11:00 p.m.,"Tue, May 14, 2002",2002,8.8,2.1K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",1,24,11:00 p.m.-12:00 a.m.,"Tue, May 21, 2002",2002,9.3,3K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,1,Day 2: 8:00 a.m.-9:00 a.m.,"Tue, Oct 29, 2002",2002,8.2,2.1K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,2,Day 2: 9:00 a.m.-10:00 a.m.,"Tue, Nov 5, 2002",2002,8.0,1.8K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,3,Day 2: 10:00 a.m.-11:00 a.m.,"Tue, Nov 12, 2002",2002,8.6,1.8K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,4,Day 2: 11:00 a.m.-12:00 p.m.,"Tue, Nov 19, 2002",2002,8.5,1.8K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,5,Day 2: 12:00 p.m.-1:00 p.m.,"Tue, Nov 26, 2002",2002,8.0,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,6,Day 2: 1:00 p.m.-2:00 p.m.,"Tue, Dec 3, 2002",2002,8.2,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,7,Day 2: 2:00 p.m.-3:00 p.m.,"Tue, Dec 10, 2002",2002,8.5,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,8,Day 2: 3:00 p.m.-4:00 p.m.,"Tue, Dec 17, 2002",2002,8.3,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,9,Day 2: 4:00 p.m.-5:00 p.m.,"Tue, Jan 7, 2003",2003,8.7,1.8K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,10,Day 2: 5:00 p.m.-6:00 p.m.,"Tue, Jan 14, 2003",2003,8.7,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,11,Day 2: 6:00 p.m.-7:00 p.m.,"Tue, Feb 4, 2003",2003,8.3,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,12,Day 2: 7:00 p.m.-8:00 p.m.,"Tue, Feb 11, 2003",2003,8.6,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,13,Day 2: 8:00 p.m.-9:00 p.m.,"Tue, Feb 18, 2003",2003,8.3,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,14,Day 2: 9:00 p.m.-10:00 p.m.,"Tue, Feb 25, 2003",2003,8.4,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,15,Day 2: 10:00 p.m.-11:00 p.m.,"Tue, Mar 4, 2003",2003,9.1,2.2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,16,Day 2: 11:00 p.m.-12:00 a.m.,"Tue, Mar 25, 2003",2003,8.3,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,17,Day 2: 12:00 a.m.-1:00 a.m.,"Tue, Apr 1, 2003",2003,8.0,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,18,Day 2: 1:00 a.m.-2:00 a.m.,"Tue, Apr 8, 2003",2003,8.4,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,19,Day 2: 2:00 a.m.-3:00 a.m.,"Tue, Apr 15, 2003",2003,8.3,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,20,Day 2: 3:00 a.m.-4:00 a.m.,"Tue, Apr 22, 2003",2003,8.5,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,21,Day 2: 4:00 a.m.-5:00 a.m.,"Tue, Apr 29, 2003",2003,8.6,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,22,Day 2: 5:00 a.m.-6:00 a.m.,"Tue, May 6, 2003",2003,8.6,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,23,Day 2: 6:00 a.m.-7:00 a.m.,"Tue, May 13, 2003",2003,8.6,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",2,24,Day 2: 7:00 a.m.-8:00 a.m.,"Tue, May 20, 2003",2003,9.0,2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,1,Day 3: 1:00 p.m.-2:00 p.m.,"Tue, Oct 28, 2003",2003,7.9,1.8K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,2,Day 3: 2:00 p.m.-3:00 p.m.,"Tue, Nov 4, 2003",2003,7.9,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,3,Day 3: 3:00 p.m.-4:00 p.m.,"Tue, Nov 11, 2003",2003,8.3,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,4,Day 3: 4:00 p.m.-5:00 p.m.,"Tue, Nov 18, 2003",2003,8.3,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,5,Day 3: 5:00 p.m.-6:00 p.m.,"Tue, Nov 25, 2003",2003,8.3,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,6,Day 3: 6:00 p.m.-7:00 p.m.,"Tue, Dec 2, 2003",2003,8.2,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,7,Day 3: 7:00 p.m.-8:00 p.m.,"Tue, Dec 9, 2003",2003,8.6,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,8,Day 3: 8:00 p.m.-9:00 p.m.,"Tue, Dec 16, 2003",2003,8.3,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,9,Day 3: 9:00 p.m.-10:00 p.m.,"Tue, Jan 6, 2004",2004,8.1,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,10,Day 3: 10:00 p.m.-11:00 p.m.,"Tue, Jan 13, 2004",2004,8.3,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,11,Day 3: 11:00 p.m.-12:00 a.m.,"Tue, Jan 27, 2004",2004,8.2,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,12,Day 3: 12:00 a.m.-1:00 a.m.,"Tue, Feb 3, 2004",2004,8.5,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,13,Day 3: 1:00 a.m.-2:00 a.m.,"Tue, Feb 10, 2004",2004,8.4,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,14,Day 3: 2:00 a.m.-3:00 a.m.,"Tue, Feb 17, 2004",2004,8.7,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,15,Day 3: 3:00 a.m.-4:00 a.m.,"Tue, Feb 24, 2004",2004,8.4,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,16,Day 3: 4:00 a.m.-5:00 a.m.,"Tue, Mar 30, 2004",2004,8.6,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,17,Day 3: 5:00 a.m.-6:00 a.m.,"Tue, Apr 6, 2004",2004,8.6,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,18,Day 3: 6:00 a.m.-7:00 a.m.,"Sun, Apr 18, 2004",2004,9.1,1.9K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,19,Day 3: 7:00 a.m.-8:00 a.m.,"Tue, Apr 20, 2004",2004,8.4,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,20,Day 3: 8:00 a.m.-9:00 a.m.,"Tue, Apr 27, 2004",2004,8.4,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,21,Day 3: 9:00 a.m.-10:00 a.m.,"Tue, May 4, 2004",2004,8.4,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,22,Day 3: 10:00 a.m.-11:00 a.m.,"Tue, May 11, 2004",2004,8.8,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,23,Day 3: 11:00 a.m.-12:00 p.m.,"Tue, May 18, 2004",2004,8.7,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",3,24,Day 3: 12:00 p.m.-1:00 p.m.,"Tue, May 25, 2004",2004,8.9,1.7K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,1,Day 4: 7:00 a.m.-8:00 a.m.,"Sun, Jan 9, 2005",2005,8.3,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,2,Day 4: 8:00 a.m.-9:00 a.m.,"Sun, Jan 9, 2005",2005,8.0,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,3,Day 4: 9:00 a.m.-10:00 a.m.,"Mon, Jan 10, 2005",2005,8.0,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,4,Day 4: 10:00 a.m.-11:00 a.m.,"Mon, Jan 10, 2005",2005,8.1,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,5,Day 4: 11:00 a.m.-12:00 p.m.,"Mon, Jan 17, 2005",2005,8.1,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,6,Day 4: 12:00 p.m.-1:00 p.m.,"Mon, Jan 24, 2005",2005,8.6,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,7,Day 4: 1:00 p.m.-2:00 p.m.,"Mon, Jan 31, 2005",2005,8.4,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,8,Day 4: 2:00 p.m.-3:00 p.m.,"Mon, Feb 7, 2005",2005,8.4,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,9,Day 4: 3:00 p.m.-4:00 p.m.,"Mon, Feb 14, 2005",2005,8.2,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,10,Day 4: 4:00 p.m.-5:00 p.m.,"Mon, Feb 21, 2005",2005,8.0,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,11,Day 4: 5:00 p.m.-6:00 p.m.,"Mon, Feb 28, 2005",2005,8.4,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,12,Day 4: 6:00 p.m.-7:00 p.m.,"Mon, Mar 7, 2005",2005,8.2,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,13,Day 4: 7:00 p.m.-8:00 p.m.,"Mon, Mar 14, 2005",2005,8.3,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,14,Day 4: 8:00 p.m.-9:00 p.m.,"Mon, Mar 21, 2005",2005,8.1,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,15,Day 4: 9:00 p.m.-10:00 p.m.,"Mon, Mar 28, 2005",2005,7.9,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,16,Day 4: 10:00 p.m.-11:00 p.m.,"Mon, Apr 4, 2005",2005,8.7,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,17,Day 4: 11:00 p.m.-12:00 a.m.,"Mon, Apr 11, 2005",2005,8.4,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,18,Day 4: 12:00 a.m.-1:00 a.m.,"Mon, Apr 18, 2005",2005,8.1,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,19,Day 4: 1:00 a.m.-2:00 a.m.,"Mon, Apr 25, 2005",2005,8.6,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,20,Day 4: 2:00 a.m.-3:00 a.m.,"Mon, May 2, 2005",2005,8.8,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,21,Day 4: 3:00 a.m.-4:00 a.m.,"Mon, May 9, 2005",2005,8.3,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,22,Day 4: 4:00 a.m.-5:00 a.m.,"Mon, May 16, 2005",2005,8.4,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,23,Day 4: 5:00 a.m.-6:00 a.m.,"Mon, May 23, 2005",2005,8.8,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",4,24,Day 4: 6:00 a.m.-7:00 a.m.,"Mon, May 23, 2005",2005,9.0,1.6K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,1,Day 5: 7:00 a.m.-8:00 a.m.,"Sun, Jan 15, 2006",2006,9.1,2K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,2,Day 5: 8:00 a.m.-9:00 a.m.,"Sun, Jan 15, 2006",2006,8.7,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,3,Day 5: 9:00 a.m.-10:00 a.m.,"Mon, Jan 16, 2006",2006,8.6,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,4,Day 5: 10:00 a.m.-11:00 a.m.,"Mon, Jan 16, 2006",2006,8.6,1.5K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,5,Day 5: 11:00 a.m.-12:00 p.m.,"Mon, Jan 23, 2006",2006,8.6,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,6,Day 5: 12:00 p.m.-1:00 p.m.,"Mon, Jan 30, 2006",2006,8.7,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,7,Day 5: 1:00 p.m.-2:00 p.m.,"Mon, Feb 6, 2006",2006,8.1,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,8,Day 5: 2:00 p.m.-3:00 p.m.,"Mon, Feb 13, 2006",2006,8.3,1.4K
24,tt0285331,"Cop Drama, One-Person Army Action, Police Procedural, Political Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",5,9,Day 5: 3:00 p.m.-4:00 p.m.,"Mon, Feb 20, 2006",2006,8.2,1.4K
